,organization_id,date_day,new_customers,google_paid_search_spend,google_shopping_spend,google_pmax_spend,google_display_spend,google_video_spend,google_paid_search_clicks,google_shopping_clicks,google_pmax_clicks,google_display_clicks,google_video_clicks,google_paid_search_impressions,google_shopping_impressions,google_pmax_impressions,google_display_impressions,google_video_impressions,meta_facebook_spend,meta_instagram_spend,meta_other_spend,meta_facebook_clicks,meta_instagram_clicks,meta_other_clicks,meta_facebook_impressions,meta_instagram_impressions,meta_other_impressions,google_paid_search_ctr,google_shopping_ctr,google_pmax_ctr,meta_facebook_ctr,meta_instagram_ctr,meta_other_ctr,google_display_ctr,google_video_ctr,is_public_holiday,is_weekend,month,month_num
10,2b15eedfc4faa6293dc4b3bf8c1c9c1f,2021-09-05,8,0.0,107.05,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,14682.0,0.0,0.0,0.0,503.24,0.0,0.0,652.0,0.0,0.0,38098.0,0.0,0.0,0.0,0.0044,0.0,0.0171,0.0,0.0,0.0,0.0,0,1,September,9
11,2b15eedfc4faa6293dc4b3bf8c1c9c1f,2021-12-30,5,22.25,109.52,0.0,13.45,0.0,32.0,50.0,0.0,51.0,0.0,542.0,15997.0,0.0,5285.0,0.0,386.17,0.0,0.0,541.0,0.0,0.0,30659.0,0.0,0.0,0.059,0.0031,0.0,0.0176,0.0,0.0,0.0096,0.0,0,0,December,12
12,2b15eedfc4faa6293dc4b3bf8c1c9c1f,2023-11-22,24,12.24,2.04,68.66,0.0,0.0,8.0,1.0,69.0,0.0,0.0,49.0,1149.0,6370.0,0.0,0.0,648.21,803.67,0.0,478.0,563.0,0.0,29575.0,31646.0,0.0,0.1633,0.0009,0.0108,0.0162,0.0178,0.0,0.0,0.0,0,0,November,11
13,2b15eedfc4faa6293dc4b3bf8c1c9c1f,2023-12-07,13,16.36,131.26,250.31,0.0,0.0,2.0,67.0,139.0,0.0,0.0,246.0,10490.0,18433.0,0.0,0.0,241.855001101,293.27,0.0,187.0,240.0,0.0,12989.0,15018.0,0.0,0.0081,0.0064,0.0075,0.0144,0.016,0.0,0.0,0.0,0,0,December,12
14,2b15eedfc4faa6293dc4b3bf8c1c9c1f,2023-12-22,10,15.21,26.85,181.37,0.0,0.0,2.0,9.0,140.0,0.0,0.0,205.0,4361.0,18917.0,0.0,0.0,565.66,745.21,0.0,795.0,659.0,0.0,32637.0,34282.0,0.0,0.0098,0.0021,0.0074,0.0244,0.0192,0.0,0.0,0.0,0,0,December,12
15,4a762f02ca755b22d37393e8dbeab1a6,2021-09-28,32,39.93,192.81,0.0,0.0,0.0,33.0,291.0,0.0,0.0,0.0,464.0,13811.0,0.0,0.0,0.0,348.312312998,0.0,0.0,246.0,0.0,0.0,8670.0,0.0,0.0,0.0711,0.0211,0.0,0.0284,0.0,0.0,0.0,0.0,0,0,September,9
16,4a762f02ca755b22d37393e8dbeab1a6,2023-07-10,215,926.39170112,161.955431127,1848.96774056,0.0,0.0,558.0,46.0,1149.0,0.0,0.0,6507.0,1739.0,49352.0,0.0,0.0,717.583455845,2537.748930314,0.2258288769,1454.0,2784.0,1.0,44350.0,167362.0,74.0,0.0858,0.0265,0.0233,0.0328,0.0166,0.0135,0.0,0.0,0,0,July,7
17,4a762f02ca755b22d37393e8dbeab1a6,2023-10-14,151,448.982992663,0.0,1382.751496452,0.0,0.0,227.0,0.0,694.0,0.0,0.0,2701.0,0.0,30897.0,0.0,0.0,913.973491641,2412.777860229,0.05637499697,1093.0,1620.0,0.0,48280.0,128016.0,47.0,0.084,0.0,0.0225,0.0226,0.0127,0.0,0.0,0.0,0,1,October,10
18,560f5cf4dce8824a907c84162e553de0,2021-05-28,97,362.86,421.24,0.0,0.0,0.0,556.0,577.0,0.0,0.0,0.0,7640.0,62202.0,0.0,0.0,0.0,195.34,0.0,0.0,511.0,0.0,0.0,21145.0,0.0,0.0,0.0728,0.0093,0.0,0.0242,0.0,0.0,0.0,0.0,0,0,May,5
19,560f5cf4dce8824a907c84162e553de0,2021-12-18,21,79.37,299.21,0.0,0.0,0.0,151.0,383.0,0.0,0.0,0.0,519.0,40809.0,0.0,0.0,0.0,203.06,0.0,0.0,296.0,0.0,0.0,13638.0,0.0,0.0,0.2909,0.0094,0.0,0.0217,0.0,0.0,0.0,0.0,0,1,December,12
20,560f5cf4dce8824a907c84162e553de0,2022-06-10,61,215.95,396.71,0.0,0.0,0.0,381.0,667.0,0.0,0.0,0.0,1909.0,54960.0,0.0,0.0,0.0,240.98,0.0,0.0,273.0,0.0,0.0,19830.0,0.0,0.0,0.1996,0.0121,0.0,0.0138,0.0,0.0,0.0,0.0,0,0,June,6
21,560f5cf4dce8824a907c84162e553de0,2023-06-01,50,307.95,0.0,532.38,0.0,0.0,377.0,0.0,874.0,0.0,0.0,2247.0,0.0,75360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1678,0.0,0.0116,0.0,0.0,0.0,0.0,0.0,0,0,June,6
22,6be433bd50b2da88aa18f31056a71ea2,2023-02-08,23,54.93,381.18,0.0,0.0,0.58,96.0,116.0,0.0,0.0,0.0,718.0,38719.0,0.0,0.0,46.0,3198.74,435.19,0.35,2953.0,229.0,0.0,187412.0,20834.0,32.0,0.1337,0.003,0.0,0.0158,0.011,0.0,0.0,0.0,0,0,February,2
23,6be433bd50b2da88aa18f31056a71ea2,2023-06-01,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.208757364,0.0,0.0,983.0,0.0,0.0,87400.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0,0,0,June,6
24,6be433bd50b2da88aa18f31056a71ea2,2023-07-06,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1517.347342519,0.0,0.0,2472.0,0.0,0.0,162698.0,0.0,0.0,0.0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0,0,0,July,7
25,70f3b9fb9a8f232814ce705d7641ee4f,2020-11-01,56,0.0,92.76,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,16758.0,0.0,0.0,0.0,184.98,0.0,0.0,1025.0,0.0,0.0,21185.0,0.0,0.0,0.0,0.011,0.0,0.0484,0.0,0.0,0.0,0.0,0,1,November,11
26,70f3b9fb9a8f232814ce705d7641ee4f,2021-01-09,47,0.0,147.25,0.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,0.0,19661.0,0.0,0.0,0.0,107.3,0.0,0.0,938.0,0.0,0.0,23158.0,0.0,0.0,0.0,0.0125,0.0,0.0405,0.0,0.0,0.0,0.0,0,1,January,1
27,70f3b9fb9a8f232814ce705d7641ee4f,2023-03-01,15,30.34,79.93,0.0,0.0,0.0,19.0,54.0,0.0,0.0,0.0,519.0,8349.0,0.0,0.0,0.0,103.55,0.0,0.0,217.0,0.0,0.0,9661.0,0.0,0.0,0.0366,0.0065,0.0,0.0225,0.0,0.0,0.0,0.0,0,0,March,3
28,70f3b9fb9a8f232814ce705d7641ee4f,2023-10-13,11,0.0,0.0,96.48,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,11266.0,0.0,0.0,424.25,0.0,0.0,493.0,0.0,0.0,27508.0,0.0,0.0,0.0,0.0,0.0092,0.0179,0.0,0.0,0.0,0.0,0,0,October,10
29,8c7d01375c3eca8e3ecfe8f1872b3136,2023-12-13,141,0.0,35.9,566.32,0.0,0.0,0.0,95.0,221.0,0.0,0.0,0.0,1927.0,19280.0,0.0,0.0,3468.66,0.0,0.0,2047.0,0.0,0.0,123007.0,0.0,0.0,0.0,0.0493,0.0115,0.0166,0.0,0.0,0.0,0.0,0,0,December,12
30,8c7d01375c3eca8e3ecfe8f1872b3136,2023-12-28,33,0.0,33.16,648.2,0.0,0.0,0.0,159.0,290.0,0.0,0.0,0.0,2962.0,19643.0,0.0,0.0,1962.88,0.0,0.0,1688.0,0.0,0.0,90690.0,0.0,0.0,0.0,0.0537,0.0148,0.0186,0.0,0.0,0.0,0.0,0,0,December,12
31,8c7d01375c3eca8e3ecfe8f1872b3136,2024-03-11,42,0.0,35.06,450.63,0.0,0.0,0.0,63.0,156.0,0.0,0.0,0.0,2192.0,15785.0,0.0,0.0,2711.37,0.0,0.0,2128.0,0.0,0.0,69768.0,0.0,0.0,0.0,0.0287,0.0099,0.0305,0.0,0.0,0.0,0.0,0,0,March,3
32,ff5c2c32d7f1c21594c518fc6a6d4fce,2021-07-23,9,203.170364324,111.02,0.0,0.0,0.0,87.0,92.0,0.0,0.0,0.0,3151.0,13248.0,0.0,0.0,0.0,803.74,0.0,0.0,317.0,0.0,0.0,33245.0,0.0,0.0,0.0276,0.0069,0.0,0.0095,0.0,0.0,0.0,0.0,0,0,July,7
33,ff5c2c32d7f1c21594c518fc6a6d4fce,2021-09-08,9,136.19,139.277580101,0.0,0.0,0.0,189.0,106.0,0.0,0.0,0.0,4111.0,27408.0,0.0,0.0,0.0,785.21,0.0,0.0,429.0,0.0,0.0,32359.0,0.0,0.0,0.046,0.0039,0.0,0.0133,0.0,0.0,0.0,0.0,0,0,September,9
34,ff5c2c32d7f1c21594c518fc6a6d4fce,2022-01-20,9,246.12,449.67,0.0,0.0,0.0,86.0,232.0,0.0,0.0,0.0,4090.0,62514.0,0.0,0.0,0.0,1011.43,0.0,0.0,554.0,0.0,0.0,34715.0,0.0,0.0,0.021,0.0037,0.0,0.016,0.0,0.0,0.0,0.0,0,0,January,1
35,ff5c2c32d7f1c21594c518fc6a6d4fce,2022-03-14,9,226.606540526,751.5,0.0,0.0,0.0,55.0,318.0,0.0,0.0,0.0,2599.0,83902.0,0.0,0.0,0.0,564.78,0.0,0.0,187.0,0.0,0.0,15150.0,0.0,0.0,0.0212,0.0038,0.0,0.0123,0.0,0.0,0.0,0.0,0,0,March,3
36,ff5c2c32d7f1c21594c518fc6a6d4fce,2022-12-29,3,15.62,0.0,157.72,0.0,0.0,13.0,0.0,123.0,0.0,0.0,101.0,0.0,18136.0,0.0,0.0,95.74,0.0,0.0,31.0,0.0,0.0,3753.0,0.0,0.0,0.1287,0.0,0.0068,0.0083,0.0,0.0,0.0,0.0,0,0,December,12
37,ff5c2c32d7f1c21594c518fc6a6d4fce,2023-08-12,17,160.8,0.0,572.29,0.0,0.0,38.0,0.0,237.0,0.0,0.0,769.0,0.0,43280.0,0.0,0.0,619.57,0.0,0.0,946.0,0.0,0.0,34227.0,0.0,0.0,0.0494,0.0,0.0055,0.0276,0.0,0.0,0.0,0.0,0,1,August,8
38,ff5c2c32d7f1c21594c518fc6a6d4fce,2024-05-09,23,209.929171626,13.18,237.02,0.0,0.0,42.0,1.0,104.0,0.0,0.0,883.0,237.0,13540.0,0.0,0.0,2192.08,0.0,0.0,1061.0,0.0,0.0,57242.0,0.0,0.0,0.0476,0.0042,0.0077,0.0185,0.0,0.0,0.0,0.0,0,0,May,5
39,09113a73f8618b48b3cf53b24cd78d2f,2020-10-24,78,0.0,30.76,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,21612.0,0.0,0.0,0.0,209.67,0.0,0.0,873.0,0.0,0.0,52798.0,0.0,0.0,0.0,0.0082,0.0,0.0165,0.0,0.0,0.0,0.0,0,1,October,10
40,09113a73f8618b48b3cf53b24cd78d2f,2021-12-05,139,278.92,293.42,0.0,0.0,0.0,297.0,510.0,0.0,0.0,0.0,6291.0,72729.0,0.0,0.0,0.0,101.34,0.0,0.0,151.0,0.0,0.0,6241.0,0.0,0.0,0.0472,0.007,0.0,0.0242,0.0,0.0,0.0,0.0,0,1,December,12
41,09113a73f8618b48b3cf53b24cd78d2f,2022-01-06,119,85.45,398.09,0.0,0.0,0.0,109.0,707.0,0.0,0.0,0.0,1264.0,119950.0,0.0,0.0,0.0,299.65,407.17,0.03,342.0,408.0,0.0,20342.0,56803.0,8.0,0.0862,0.0059,0.0,0.0168,0.0072,0.0,0.0,0.0,0,0,January,1
42,09113a73f8618b48b3cf53b24cd78d2f,2022-06-10,63,0.0,0.0,302.67,0.0,0.0,0.0,0.0,522.0,0.0,0.0,0.0,0.0,73044.0,0.0,0.0,73.03,0.0,0.0,75.0,0.0,0.0,4408.0,0.0,0.0,0.0,0.0,0.0071,0.017,0.0,0.0,0.0,0.0,0,0,June,6
43,09113a73f8618b48b3cf53b24cd78d2f,2023-05-03,77,0.0,0.0,223.2,0.0,0.0,0.0,0.0,374.0,0.0,0.0,0.0,0.0,58810.0,0.0,0.0,59.18,0.0,0.0,63.0,0.0,0.0,5067.0,0.0,0.0,0.0,0.0,0.0064,0.0124,0.0,0.0,0.0,0.0,0,0,May,5
44,09113a73f8618b48b3cf53b24cd78d2f,2023-08-24,62,0.0,0.0,340.41,0.0,0.0,0.0,0.0,538.0,0.0,0.0,0.0,0.0,66270.0,0.0,0.0,90.62,0.0,0.0,209.0,0.0,0.0,9731.0,0.0,0.0,0.0,0.0,0.0081,0.0215,0.0,0.0,0.0,0.0,0,0,August,8
45,09113a73f8618b48b3cf53b24cd78d2f,2023-10-26,32,0.0,0.0,421.55,0.0,0.0,0.0,0.0,689.0,0.0,0.0,0.0,0.0,78537.0,0.0,0.0,190.4,0.0,0.0,312.0,0.0,0.0,18362.0,0.0,0.0,0.0,0.0,0.0088,0.017,0.0,0.0,0.0,0.0,0,0,October,10
46,09113a73f8618b48b3cf53b24cd78d2f,2023-11-23,220,0.0,0.0,729.52,0.0,0.0,0.0,0.0,1244.0,0.0,0.0,0.0,0.0,102792.0,0.0,0.0,1370.55,0.0,0.0,9742.0,0.0,0.0,208889.0,0.0,0.0,0.0,0.0,0.0121,0.0466,0.0,0.0,0.0,0.0,1,0,November,11
47,09113a73f8618b48b3cf53b24cd78d2f,2024-01-09,41,0.0,0.0,373.5,0.0,0.0,0.0,0.0,845.0,0.0,0.0,0.0,0.0,71395.0,0.0,0.0,397.28,0.0,0.0,4974.0,0.0,0.0,105728.0,0.0,0.0,0.0,0.0,0.0118,0.047,0.0,0.0,0.0,0.0,0,0,January,1
48,2b15eedfc4faa6293dc4b3bf8c1c9c1f,2020-04-03,11,0.0,94.24,0.0,4.04,0.0,0.0,147.0,0.0,15.0,0.0,0.0,31889.0,0.0,4391.0,0.0,143.373879176,0.0,0.0,330.0,0.0,0.0,20388.0,0.0,0.0,0.0,0.0046,0.0,0.0162,0.0,0.0,0.0034,0.0,0,0,April,4
49,2b15eedfc4faa6293dc4b3bf8c1c9c1f,2021-02-21,11,0.0,201.9,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,32992.0,0.0,0.0,0.0,302.254501967,0.0,0.0,301.0,0.0,0.0,14908.0,0.0,0.0,0.0,0.0045,0.0,0.0202,0.0,0.0,0.0,0.0,0,1,February,2
50,2b15eedfc4faa6293dc4b3bf8c1c9c1f,2021-12-12,30,39.24,106.24,0.0,30.63,0.0,24.0,53.0,0.0,100.0,0.0,528.0,9565.0,0.0,5275.0,0.0,809.65,0.0,0.0,654.0,0.0,0.0,31454.0,0.0,0.0,0.0455,0.0055,0.0,0.0208,0.0,0.0,0.019,0.0,0,1,December,12
51,2b15eedfc4faa6293dc4b3bf8c1c9c1f,2022-10-27,6,10.0,0.35,13.79,0.0,0.0,6.0,1.0,23.0,0.0,0.0,109.0,73.0,2099.0,0.0,0.0,278.14,154.86,0.16,209.0,80.0,0.0,13802.0,5762.0,9.0,0.055,0.0137,0.011,0.0151,0.0139,0.0,0.0,0.0,0,0,October,10
52,2b15eedfc4faa6293dc4b3bf8c1c9c1f,2022-12-07,32,0.0,7.3,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1864.0,0.0,0.0,0.0,352.45,285.53,0.32,417.0,550.0,0.0,25334.0,31591.0,53.0,0.0,0.0139,0.0,0.0165,0.0174,0.0,0.0,0.0,0,0,December,12
53,2b15eedfc4faa6293dc4b3bf8c1c9c1f,2023-04-14,17,0.0,9.63,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2606.0,0.0,0.0,0.0,758.49,68.97,0.0,843.0,160.0,0.0,49158.0,8284.0,0.0,0.0,0.0115,0.0,0.0171,0.0193,0.0,0.0,0.0,0,0,April,4
54,2b15eedfc4faa6293dc4b3bf8c1c9c1f,2024-03-01,13,0.0,0.0,108.38,0.0,0.0,0.0,0.0,111.0,0.0,0.0,49.0,0.0,11657.0,0.0,0.0,184.08,244.32,0.14,313.0,287.0,1.0,14724.0,13795.0,34.0,0.0,0.0,0.0095,0.0213,0.0208,0.0294,0.0,0.0,0,0,March,3
55,2b15eedfc4faa6293dc4b3bf8c1c9c1f,2024-05-27,24,8.4,0.0,467.32,0.0,0.0,3.0,0.0,323.0,0.0,0.0,16.0,0.0,37638.0,0.0,0.0,304.03,518.53,0.04,413.0,794.0,0.0,16579.0,24579.0,11.0,0.1875,0.0,0.0086,0.0249,0.0323,0.0,0.0,0.0,1,0,May,5
56,4a762f02ca755b22d37393e8dbeab1a6,2021-10-10,24,87.677743569,232.39,0.0,0.0,0.0,79.0,333.0,0.0,0.0,0.0,1593.0,15551.0,0.0,0.0,0.0,428.228960047,0.0,0.0,1720.0,0.0,0.0,20873.0,0.0,0.0,0.0496,0.0214,0.0,0.0824,0.0,0.0,0.0,0.0,0,1,October,10
57,4a762f02ca755b22d37393e8dbeab1a6,2021-12-13,31,243.303740063,22.553070493,0.0,0.0,0.0,151.0,28.0,0.0,0.0,0.0,1991.0,1674.0,0.0,0.0,0.0,766.487863337,0.0,0.0,554.0,0.0,0.0,27073.0,0.0,0.0,0.0758,0.0167,0.0,0.0205,0.0,0.0,0.0,0.0,0,0,December,12
58,4a762f02ca755b22d37393e8dbeab1a6,2023-03-28,131,851.330154133,0.0,471.985525338,0.0,0.0,385.0,0.0,338.0,0.0,0.0,3995.0,0.0,13189.0,0.0,0.0,472.424791721,1232.320667778,0.49,811.0,1080.0,0.0,27882.0,84283.0,38.0,0.0964,0.0,0.0256,0.0291,0.0128,0.0,0.0,0.0,0,0,March,3
59,4a762f02ca755b22d37393e8dbeab1a6,2023-06-19,234,769.184561393,57.520071163,2261.711418491,0.0,0.0,490.0,17.0,1289.0,0.0,0.0,6566.0,857.0,56926.0,0.0,0.0,1033.942991253,2498.228947185,1.090593617,2581.0,2791.0,1.0,67517.0,163489.0,160.0,0.0746,0.0198,0.0226,0.0382,0.0171,0.0063,0.0,0.0,1,0,June,6
60,4a762f02ca755b22d37393e8dbeab1a6,2023-08-29,221,456.101132418,101.5,1776.202884089,0.0,0.0,256.0,32.0,883.0,0.0,0.0,3043.0,1550.0,36510.0,0.0,0.0,1573.797885943,2480.734753532,0.8592700896,2526.0,1705.0,0.0,96296.0,133926.0,352.0,0.0841,0.0206,0.0242,0.0262,0.0127,0.0,0.0,0.0,0,0,August,8
61,4a762f02ca755b22d37393e8dbeab1a6,2023-12-04,61,146.517802596,0.0,499.916012093,0.0,0.0,94.0,0.0,355.0,0.0,0.0,944.0,0.0,15562.0,0.0,0.0,421.097299697,768.608745725,0.1895015423,545.0,468.0,0.0,20032.0,34216.0,206.0,0.0996,0.0,0.0228,0.0272,0.0137,0.0,0.0,0.0,0,0,December,12
62,4a762f02ca755b22d37393e8dbeab1a6,2023-12-31,36,41.198777949,0.0,173.341598354,0.0,0.0,33.0,0.0,221.0,0.0,0.0,651.0,0.0,13182.0,0.0,0.0,339.783569093,522.968930212,0.02547999608,632.0,470.0,0.0,21598.0,33855.0,7.0,0.0507,0.0,0.0168,0.0293,0.0139,0.0,0.0,0.0,0,1,December,12
63,560f5cf4dce8824a907c84162e553de0,2021-10-25,112,295.83,400.43,0.0,0.0,0.0,585.0,704.0,0.0,0.0,0.0,2440.0,56809.0,0.0,0.0,0.0,280.3,0.0,0.0,989.0,0.0,0.0,41594.0,0.0,0.0,0.2398,0.0124,0.0,0.0238,0.0,0.0,0.0,0.0,0,0,October,10
64,560f5cf4dce8824a907c84162e553de0,2021-11-20,146,312.38,656.5,0.0,0.0,0.0,545.0,993.0,0.0,0.0,0.0,2011.0,66101.0,0.0,0.0,0.0,307.73,0.0,0.0,795.0,0.0,0.0,30092.0,0.0,0.0,0.271,0.015,0.0,0.0264,0.0,0.0,0.0,0.0,0,1,November,11
65,560f5cf4dce8824a907c84162e553de0,2022-09-05,98,310.29,673.49,194.71,0.0,0.0,598.0,1166.0,352.0,0.0,0.0,2457.0,90713.0,16735.0,0.0,0.0,95.17,0.0,0.0,402.0,0.0,0.0,10205.0,0.0,0.0,0.2434,0.0129,0.021,0.0394,0.0,0.0,0.0,0.0,1,0,September,9
66,560f5cf4dce8824a907c84162e553de0,2023-02-06,71,99.22,0.0,1583.42,0.0,0.0,384.0,0.0,1935.0,0.0,0.0,731.0,0.0,160593.0,0.0,0.0,237.01,0.0,0.0,413.0,0.0,0.0,25806.0,0.0,0.0,0.5253,0.0,0.012,0.016,0.0,0.0,0.0,0.0,0,0,February,2
67,560f5cf4dce8824a907c84162e553de0,2023-03-31,73,197.79,0.0,286.0,0.0,0.0,408.0,0.0,715.0,0.0,0.0,1134.0,0.0,46854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3598,0.0,0.0153,0.0,0.0,0.0,0.0,0.0,0,0,March,3
68,6be433bd50b2da88aa18f31056a71ea2,2023-02-27,12,11.45,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,1326.77,45.03,0.53,994.0,30.0,0.0,78046.0,2381.0,21.0,0.3711,0.0,0.0,0.0127,0.0126,0.0,0.0,0.0,0,0,February,2
69,6be433bd50b2da88aa18f31056a71ea2,2023-03-15,18,10.68,36.27,0.0,0.0,0.0,5.0,54.0,0.0,0.0,0.0,17.0,6940.0,0.0,0.0,0.0,1884.78,274.07,1.14,1543.0,95.0,1.0,102545.0,11642.0,141.0,0.2941,0.0078,0.0,0.015,0.0082,0.0071,0.0,0.0,0,0,March,3
70,70f3b9fb9a8f232814ce705d7641ee4f,2021-02-14,54,0.0,249.55,0.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,23388.0,0.0,0.0,0.0,248.97,0.0,0.0,1292.0,0.0,0.0,32425.0,0.0,0.0,0.0,0.0129,0.0,0.0398,0.0,0.0,0.0,0.0,0,1,February,2
71,70f3b9fb9a8f232814ce705d7641ee4f,2022-08-23,8,14.66,140.33,0.0,0.0,0.0,10.0,97.0,0.0,0.0,0.0,199.0,12350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0503,0.0079,0.0,0.0,0.0,0.0,0.0,0.0,0,0,August,8
72,70f3b9fb9a8f232814ce705d7641ee4f,2023-02-03,14,33.39,302.91,0.0,0.21,0.0,25.0,164.0,0.0,2.0,0.0,454.0,25621.0,0.0,1199.0,0.0,108.07,0.0,0.0,246.0,0.0,0.0,13259.0,0.0,0.0,0.0551,0.0064,0.0,0.0186,0.0,0.0,0.0017,0.0,0,0,February,2
73,70f3b9fb9a8f232814ce705d7641ee4f,2023-02-18,13,31.66,112.28,0.0,0.35,0.0,23.0,68.0,0.0,0.0,0.0,477.0,8445.0,0.0,1610.0,0.0,103.18,0.0,0.0,210.0,0.0,0.0,8982.0,0.0,0.0,0.0482,0.0081,0.0,0.0234,0.0,0.0,0.0,0.0,0,1,February,2
